syy	96021
tel	1385157
rop	882835
trv	86312
msi	68505
a	1090872
wmb	107263
iqv	1478242
xel	72903
afl	4977
mrvl	1835632
jci	833444
lyg	1160106
hes	4447
wday	1327811
wcn	1318220
et	1276187
ajg	354190
gpn	1123360
cve	1475260
tt	1466258
hlt	1585689
msci	1408198
ing	1039765
all	899051
bk	1390777
scco	1001838
nwg	844150
anet	1596532
o	726728
psx	1534701
mchp	827054
bbd	1160330
kr	56873
ea	712515
rivn	1874178
carr	1783180
pru	1137774
bntx	1776985
dow	1751788
ed	1047862
ph	76334
apo	1858681
nio	1736541
vod	839923
se	1703399
nem	1164727
yum	1041061
peg	788784
mplx	1552000
bcs	312069
mfc	1086888
alb	915913
nue	73309
sbac	1034054
alc	1167379
ctsh	1058290
rmd	943819
spg	1063761
tdg	1260221
stm	932787
bbva	842180
ttd	1671933
imo	49938
cpng	1834584
wec	783325
dlr	1297996
well	766704
rost	745732
ilmn	1110803
gfs	1709048
amp	820027
dltr	935703
biib	875045
puk	1116578
lvs	1300514
keys	1601046
es	72741
cmi	26172
sqm	909037
ddog	1561550
pcar	75362
idxx	874716
vrsk	1442145
dfs	1393612
wba	1618921
bax	10456
tlk	1001807
pcg	1004980
odfl	878927
tu	868675
on	1097864
otis	1781335
cht	1132924
hpq	47217
ibkr	1381197
kkr	1404912
mfg	1335730
dell	1571996
csgp	1057352
ppg	79879
mtd	1037646
dd	1666700
rok	1024478
avb	915912
ame	1037868
ceg	1868275
oke	1039684
glw	24741
wit	1123799
nok	924613
gww	277135
eqr	906107
crh	849395
fast	815556
lcid	1811210
gold	756894
veev	1393052
awk	1410636
iff	51253
cqp	1383650
ebay	1065088
li	1791706
hal	45012
cprt	900075
lyb	1489393
cbre	1138118
tsn	100493
aptv	1521332
stt	93751
eix	827052
slf	1097362
trow	1113169
nu	1691493
dte	936340
rblx	1315098
ferg	1832433
ctra	858470
exr	1289490
alny	1178670
hrl	48465
it	749251
dhi	882184
zs	1713683
fitb	35527
fang	1539838
zbh	1136869
mtb	36270
k	55067
gmab	1434265
zm	1585521
siri	908937
fmx	1061736
aee	1002910
wy	106535
epam	1352010
are	1035443
etr	65984
ftv	1659166
fe	1031296
cdw	1402057
ulta	1403568
zto	1677250
efx	33185
eric	717826
wtw	1140536
fnv	1456346
len	920760
hig	874766
rjf	720005
invh	1687229
dash	1792789
tef	814052
gpc	40987
cm	1045520
luv	92380
ccep	1650107
cf	1324404
ppl	922224
yumc	1673358
vmc	1396009
net	1477333
lh	920148
ec	1444406
tsco	916365
rf	1281761
dal	27904
rci	733099
bkr	1701605
payc	1590955
anss	1013462
mlm	916076
hban	49196
mkc	63754
uri	1067701
vici	1705696
lyv	1335258
pfg	1126328
fts	1666175
wst	105770
cnp	1130310
coin	1679788
ir	1699150
moh	1179929
ste	1757898
mt	1243429
spot	1639920
algn	1097149
mos	1285785
ntrs	73124
argx	1697862
pwr	1050915
pba	1546066
vrsn	1014473
mpwr	1280452
cms	811156
hei	46619
chd	313927
db	1159508
snap	1564408
maa	912595
br	1383312
foxa	1754301
vtr	740260
gib	1061574
ix	1070304
ui	1511737
cah	721371
lpla	1397911
qsr	1618756
jbht	728535
acgl	947484
eqt	33213
rprx	1802768
amcr	1748790
wat	1000697
podd	1145197
syf	1601712
aes	874761
panw	1327567
zi	1794515
sui	912593
dov	29905
rol	84839
bby	764478
tdy	1094285
bro	79282
clx	21076
teck	886986
holx	859737
xyl	1524472
iclr	1060955
ess	920522
dri	940944
hpe	1645590
plug	1093691
elp	1041792
tcom	1269238
key	91576
grmn	1121788
pins	1506293
mga	749098
swks	4127
trgp	1389170
sedg	1419612
expd	746515
wab	943452
mtch	891103
expe	1324424
bill	1786352
mkl	1096343
ts	1190723
lbrda	1611983
bmrn	1048477
mgm	789570
cag	23217
cinf	20286
cfg	759944
pltr	1321655
vfc	103379
chkp	1015922
zbra	877212
ryaay	1038683
csl	790051
umc	1033767
iex	832101
evrg	1711269
mdb	1441816
phg	313216
wpc	1025378
irm	1020569
j	52988
ip	51434
ntap	1002047
dgx	1022079
incy	879169
chwy	1766502
ato	731802
stld	1022671
lnt	352541
sjm	91419
azpn	1897982
rkt	1805284
trmb	864749
tw	1758730
tyl	860731
avy	8818
coo	711404
ttwo	946581
omc	29989
hwm	4281
akam	1086222
hubs	1404655
jkhy	779152
wpm	1323404
iep	813762
lkq	1065696
etsy	1370637
cpb	16732
bio	12208
avtr	1722482
txt	217346
xpev	1810997
l	60086
fslr	1274494
wmg	1319161
chrw	1043277
swk	93556
nvr	906163
pcty	1591698
stx	1137789
udr	74208
twlo	1447669
kb	1445930
kmx	1170010
fmc	37785
tpl	1811074
ssnc	1402436
wolf	895419
ptc	857005
ter	97210
ebr	1439124
ovv	1792580
viv	1066119
cpt	906345
pool	945841
gnrc	1474735
shg	1263043
tru	1552033
apa	1841666
ares	1176948
kof	910631
els	895417
ndsn	72331
ldos	1336920
rcl	884887
hst	1070750
bxp	1037540
aci	1646972
rgen	730272
bg	1144519
nice	1003935
kim	879101
ccl	815097
dpz	1286681
fhn	36966
gddy	1609711
entg	1101302
bip	1406234
pkg	75677
ual	100517
pkx	889132
fico	814547
ar	1433270
cck	1219601
tech	842023
bah	1443646
ben	38777
vst	1692819
dar	916540
wlk	1262823
hubb	48898
wrb	11544
mas	62996
eqh	1333986
docu	1261333
amh	1562401
htht	1483994
rpm	110621
glpi	1575965
wdc	106040
ce	1306830
ssl	314590
erie	922621
vtrs	1792044
wtrg	78128
y	775368
ccj	1009001
sna	91440
asx	1122411
wes	1423902
ni	1111711
aer	1378789
lw	1679273
fnf	1331875
ally	40729
suz	909327
cuk	1125259
cg	1527166
rs	861884
nfe	1749723
u	1810806
afg	1042046
tap	24545
grab	1855612
dt	1773383
nrg	1013871
ipg	51644
xp	1787425
emn	915389
tfx	96943
ggg	42888
icl	941221
snn	845982
has	46080
nmr	1163653
bldr	1316835
nly	1043219
bep	1533232
wso	105016
ewbc	1069157
cma	28412
ihg	858446
aap	1158449
bj	1531152
cna	21175
gl	320335
crl	1100682
h	1468174
tost	1650164
uhal	4457
qgen	1015820
ndaq	1120193
nwsa	1564708
acm	868857
bap	1001290
nbix	914475
wpp	806968
lbtya	1570585
wsm	719955
dox	1062579
aem	2809
sci	89089
reg	910606
hsic	1000228
czr	1590895
uthr	1082554
roku	1428439
dks	1089063
bhvn	1689813
jhx	1159152
rrx	82811
phm	822416
fms	1333141
agl	1831097
morn	1289419
teva	818686
bsy	1031308
gfl	1780232
mktx	1278021
okta	1660134
armk	1584509
srpt	873303
bbwi	701985
dbrg	1679688
wms	1604028
lamr	1090425
cube	1298675
nvcr	1645113
dva	927066
wsc	1647088
ttc	737758
qrvo	1604778
hood	1783879
aeg	769218
zg	1617640
bch	1161125
jazz	1232524
deck	910521
mtn	812011
hii	1501585
tfii	1588823
burl	1579298
aal	6201
zion	109380
ffiv	1048695
lumn	18926
lii	1069202
tpr	1116132
car	723612
app	1751008
jnpr	1043604
glob	1557860
bz	1842827
rexr	1571283
cfr	39263
aqn	1174169
htz	1657853
lnc	59558
bwa	908255
aiz	1267238
manh	1056696
whr	106640
lu	1816007
kep	887225
rga	898174
dxcm	1093557
arcc	1287750
snx	1177394
paa	1070423
eslt	1027664
gtlb	1653482
rhi	315213
wfg	1402388
rdy	1135951
masi	937556
cbsh	22356
jbl	898293
flex	866374
g	1398659
fnd	1507079
aos	91142
oc	1370946
alle	1579241
jll	1037976
tme	1744676
dbx	1467623
pnw	764622
pstg	1474432
unm	5513
ftnt	1262039
brkr	1109354
pag	1019849
fcnca	798941
axon	1069183
lea	842162
jef	96223
oge	1021635
logi	1032975
mpw	1287865
rrc	315852
leco	59527
aa	1675149
knx	1492691
grfs	1438569
agco	880266
path	1734722
casy	726958
uhs	352915
otex	1002638
midd	769520
hrb	12659
dlo	1846832
nxst	1142417
ugi	884614
pso	938323
dkng	1883685
tixt	1825155
estc	1707753
frt	34903
oln	74303
skm	1015650
mat	63276
run	1469367
nnn	751364
chdn	20212
seic	350894
wal	1212545
five	1177609
clf	764065
ymm	1838413
olpx	1868726
celh	1341766
gtls	892553
pfgc	1618673
pen	1321732
ivz	914208
cold	1455863
wynn	1174922
achc	1520697
see	1012100
pcor	1611052
clvt	1764046
ggb	1073404
pac	1347557
s	1583708
cgnx	851205
che	19584
dlb	1308547
lad	1023128
bsac	1027552
ogn	1821825
bery	1378992
ohi	888491
an	350698
rba	1046102
musa	1573516
pnr	77360
xray	818479
cacc	885550
ttek	831641
vips	1529192
elan	1739104
nwl	814453
stwd	1465128
voya	1535929
exas	1124140
cflt	1699838
levi	94845
rnr	913144
gpk	1408075
bepc	1791863
bili	1723690
kbr	1357615
lscc	855658
arw	7536
cpri	1530721
dxc	1688568
atr	896622
nep	1603145
mtdr	1520006
nov	1021860
rl	1037038
mhk	851968
adt	1703056
gfi	1172724
ori	74260
afrm	1820953
cib	1071371
pii	931015
ions	874015
wcc	929008
usfd	1665918
legn	1801198
fr	921825
wex	1309108
pb	1068851
cvna	1690820
clh	822818
edr	1766363
chh	1046311
cien	936395
asr	1123452
futu	1754581
alv	1034670
nfg	70145
nclh	1513761
caci	16058
cabo	1632127
st	1477294
iot	1642896
thc	70318
pnfp	1115055
dci	29644
chpt	1777393
bpop	763901
sbs	1170858
csan	1430162
eme	105634
hog	793952
coty	1024305
sbsw	1786909
bokf	875357
dnb	1799208
cnxc	1803599
apls	1492422
wh	1722684
txrh	1289460
brx	1581068
sf	720672
mur	717423
ppc	802481
gmed	1237831
asnd	1612042
gntx	355811
itt	216228
vac	1524358
gil	1061894
son	91767
uwmc	1783398
mndy	1845338
docs	1516513
mtz	15615
ffin	36029
cybr	1598110
hqy	1428336
fybr	20520
phi	78150
mdu	67716
byd	906553
wf	1264136
qlys	1107843
rgld	85535
kt	892450
gh	1576280
wwd	108312
halo	1159036
irdm	1418819
infa	1868778
agnc	1423689
snv	18349
fsk	1422183
vmi	102729
dsgx	1050140
fivn	1288847
reyn	1786431
alk	766421
krc	1025996
lyft	1759509
dooo	1748797
opch	1014739
hun	1307954
cw	26324
nvst	1757073
onon	1858985
crsp	1674416
sndl	1766600
ssb	764038
mp	1801368
exls	1297989
axta	1616862
nvt	1720635
xpo	1166003
plnt	1637207
gbci	868671
timb	1826168
ash	1674862
skx	1065837
hcp	1720671
lnth	1521036
bc	14930
bld	1633931
tx	1342874
wu	1365135
iac	1800227
cccs	1818201
dds	28917
ayi	1144215
faf	1472787
dtm	1842022
cae	1173382
rh	1528849
knsl	1669162
lstr	853816
pycr	1839439
drvn	1804745
ingr	1046257
cc	1627223
au	1067428
flo	1128928
gwre	1528396
lite	1633978
x	1163302
hli	1302215
post	1530950
cr	25445
medp	1668397
fsv	1637810
stag	1479094
insp	1609550
sm	893538
exel	939767
ida	1057877
ozk	1569650
tpx	1206264
stn	1131383
osk	775158
cx	1076378
civi	1509589
lfus	889331
ora	1296445
prgo	1585364
saic	1571123
trex	1069878
fcn	887936
slab	1038074
penn	921738
slgn	849869
dava	1656081
nyt	71691
tol	794170
pags	1712807
ntnx	1618732
adc	917251
sofi	1818874
cade	1299939
tdoc	1477449
ntla	1652130
pri	1475922
amg	1004434
amc	1411579
site	1650729
glbe	1835963
w	1616707
mksi	1049502
ehc	785161
vno	899689
qs	1811414
amn	1142750
tnet	937098
ubsi	729986
gxo	1852244
zlab	1704292
saia	1177702
m	794367
vvv	1674910
bwxt	1486957
wtfc	1015328
cigi	913353
am	1623925
rli	84246
hxl	717605
sigi	230557
swx	1692115
leg	58492
vrt	1674101
tsem	928876
tkr	98362
bkh	1130464
thg	944695
vly	714310
asgn	890564
hgv	1674168
ntra	1604821
bxmt	1061630
oled	1005284
hp	46765
tgna	39899
asan	1477720
sim	887153
ryn	52827
stvn	1849853
expo	851520
colm	1050797
ensg	1125376
docn	1582961
msa	66570
mfa	1055160
mtg	876437
rog	84748
rhp	1040829
lpx	60519
bmbl	1830043
dna	1830214
ipgp	1111928
crk	23194
gds	1526125
exp	918646
lanc	57515
omf	1584207
ivr	1437071
cytk	1061983
ryan	1849253
cmc	22444
esi	1590714
axs	1214816
crox	1334036
irtc	1388658
ufpi	912767
eeft	1029199
slm	1032033
be	1664703
dv	1819928
novt	1076930
sfbs	1430723
prva	1759655
por	784977
amkr	1047127
chx	1723089
spsc	1092699
trno	1476150
wts	795403
hwc	750577
val	314808
wen	30697
bak	1071438
wix	1576789
staa	718937
pltk	1828016
umbf	101382
wbs	801337
esnt	1448893
cwen	1567683
crus	772406
bpmc	1597264
shc	1822479
msm	1003078
algm	866291
psn	275880
aso	1817358
njr	356309
dq	1477641
wb	1595761
syna	817720
athm	1527636
mq	1522540
cwst	911177
shop	1594805
ogs	1587732
tho	730263
bxsl	1736035
seb	88121
pinc	1577916
tenb	1660280
ab	825313
fti	1681459
rng	1384905
cig	1157557
mgy	1698990
nsa	1618563
he	354707
wtm	776867
cbt	16040
kgc	701818
atus	1702780
irt	1466085
wing	1636222
beam	1745999
itci	1567514
al	1487712
frsh	1544522
krg	1286043
bl	1666134
powi	833640
bcpc	9326
wns	1356570
jhg	1274173
sam	949870
ait	109563
vet	1293135
coke	317540
kex	56047
iart	917520
nsp	1000753
four	1794669
owl	1823945
trtn	1660734
cnm	1856525
r	85961
kss	885639
cuz	25232
avt	8858
box	1372612
awi	7431
hae	313143
bhf	1685040
man	871763
bfam	1437578
fele	38725
fl	850209
amed	896262
fizz	69891
woof	1826470
sndr	1692063
ati	1018963
homb	1331520
fnb	37808
mtsi	1493594
tfsl	1381668
dnp	806628
act	1823529
alks	1520262
azta	933974
laz	1311370
pgny	1551306
pvh	78239
duol	1562088
becn	1124941
fcfs	840489
lpl	1290109
amrc	1488139
dnli	1714899
ebc	1810546
ptct	1070081
peco	1476204
ambp	1845097
altr	1701732
msgs	1636519
ago	1273813
txg	1770787
rdn	890926
tndm	1438133
mms	1032220
esgr	1363829
flr	1124198
fn	1408710
atkr	1666138
nari	1531048
uaa	1336917
abg	1144980
alsn	1411207
gt	42582
indb	776901
dei	1364250
arwr	879407
igt	1619762
cnx	1070412
zim	1654126
lac	1440972
evo	1412558
tnl	1361658
golf	1672013
atco	1794846
olli	1639300
foxf	1424929
evr	1360901
alit	1809104
calx	1406666
aple	1418121
ssd	920371
spt	1517375
fls	30625
trip	1526520
ncno	1902733
fix	1035983
icui	883984
tal	1499620
bipc	1788348
sr	1126956
envx	1828318
vc	1111335
zd	1084048
crc	1609253
pton	1639825
appf	1433195
wk	1445305
apg	1796209
cvbf	354647
doc	1574540
hgty	1840776
mli	89439
mmyt	1495153
avnt	1122976
evh	1628908
joby	1819848
btg	1429937
qdel	1906324
bb	1070235
tv	912892
pbf	1534504
tdc	816761
sem	1320414
cns	1284812
sid	1049659
gatx	40211
go	1771515
cbu	723188
alrm	1459200
nea	1195737
vnt	1786842
hr	1360604
lope	1434588
viav	912093
appn	1441683
bsm	1621434
lfst	1845257
fhb	36377
mmsi	856982
pk	1617406
onto	704532
bku	1504008
sun	1552275
hri	1364479
smci	1375365
coop	933136
lazr	1758057
chgg	1364954
sum	1621563
abcb	351569
txmd	25743
gsat	1366868
paas	771992
pega	1013857
gtes	1718512
dy	67215
wsfs	828944
brze	1676238
frhc	924805
caty	861842
fhi	1056288
aur	1828108
hasi	1561894
zws	1439288
ful	39368
banf	760498
unf	717954
rare	1515673
cpa	1345105
awr	1056903
cwk	1628369
glpg	1421876
boh	46195
pfsi	1745916
gef	43920
arlp	1086600
eqc	803649
aeis	927003
srad	1836470
asb	7789
mnmd	1813814
pten	889900
wd	1497770
epr	1045450
tcbi	1077428
mrvi	1823239
aval	1504764
cwt	1035201
sxt	310142
yeti	1670592
neu	1282637
sbra	1492298
nova	1772695
sfm	1575515
adnt	1670541
hiw	921082
vrns	1361113
ale	66756
nomd	1651717
ppbi	1028918
abcl	1703057
nni	1258602
jxn	1822993
pch	1338749
sig	832988
slg	1040971
kos	1509991
cri	1060822
fold	1178879
bnl	1424182
rpd	1560327
aaon	824142
sanm	897723
livn	1639691
hbi	1359841
alhc	1832466
kmpr	860748
glng	1207179
cvi	1376139
kwr	81362
fbp	1057706
diod	29002
sky	90896
vsco	1856437
nwe	73088
smg	825542
acad	1070494
matx	3453
stne	1745431
jwn	72333
cort	1088856
ottr	1466593
pzza	901491
rezi	1740332
bdc	913142
gpi	1031203
psec	1287032
eye	1710155
mcw	1853513
hi	1417398
ssrm	921638
cwan	1866368
nsit	932696
insm	1104506
tmhc	1562476
ulcc	1670076
smpl	1702744
nhi	877860
ava	104918
lspd	1823306
xrx	1770450
lcii	763744
vicr	751978
nvg	1090116
azek	1782754
jbgs	1689796
calm	16160
onb	707179
omab	1378239
spr	1364885
tkc	1071321
rnw	1848763
agi	1178819
mlco	1381640
vsat	797721
xmtr	1657573
abm	771497
jks	1481513
main	1396440
jamf	1721947
ghc	104889
nad	1083839
kfy	56679
lxp	910108
aca	1739445
btu	1064728
rmbs	917273
bhc	885590
cxm	1569345
ain	819793
ugp	1094972
vsh	103730
rlay	1812364
mgee	1161728
cnmd	816956
sgml	1848309
mc	1596967
iboc	315709
nvmi	1109345
mth	833079
bmi	9092
crvl	874866
sfnc	90498
dorm	868780
lbrt	1694028
hele	916789
trup	1371285
mrcy	1049521
mntk	1826600
gkos	1192448
flyw	1580560
out	1579877
sitc	894315
jjsf	785956
vir	1706431
ngvt	1653477
mxl	1288469
wern	793074
iq	1722608
aciw	935036
hlf	1180262
fult	700564
eprt	1728951
ens	1289308
hrmy	1802665
fro	913290
bco	78890
ypf	904851
hpk	1792849
sgry	1638833
root	1788882
stng	1483934
ggal	1114700
hubg	940942
meoh	886977
gdrx	1809519
fibk	860413
fwrd	912728
spxc	88205
hlne	1433642
arvn	1655759
fate	1434316
shls	1831651
wdfc	105132
pdco	891024
vrrm	1682745
cbrl	1067294
jblu	1158463
yelp	1345016
wor	108516
open	1801169
pbh	1295947
klic	56978
ccoi	1158324
ibrx	1326110
dkl	1552797
aub	883948
plxs	785786
whd	1699136
lesl	1821806
ahco	1725255
virt	1592386
vnom	1602065
rusha	1012019
fun	811532
nog	1104485
inmd	1742692
pagp	1581990
ifs	1615903
exg	1379438
ibp	1580905
sage	1597553
mgpi	835011
amr	1704715
kw	1408100
vrnt	1166388
tac	1144800
simo	1329394
nvax	1000694
stem	1758766
unfi	1020859
utf	1275617
ths	1320695
blkb	1280058
sho	1295810
ipar	822663
mstr	1050446
arry	1820721
ax	1299709
evtc	1559865
ntct	1078075
kbh	795266
csiq	1375877
pcrx	1396814
comm	1517228
amba	1280263
colb	887343
enic	1659939
roiv	1635088
cert	1827090
rrr	1653653
kd	1867072
hayw	1834622
fss	277509
wfrd	1603923
lth	1869198
shoo	913241
manu	1549107
cno	1224608
clbk	1723596
avav	1368622
tex	97216
usm	821130
pi	1114995
axsm	1579428
cvlt	1169561
bcc	1328581
peb	1474098
gbdc	1476765
bcrx	882796
tr	98677
navi	1593538
ttec	1013880
rklb	1819994
evcm	1853145
trn	99780
brfs	1122491
cbz	944148
wsbc	203596
zgn	1877787
brc	746598
qtwo	1410384
cpk	19745
csq	1275214
sabr	1597033
abr	1253986
plmr	1761312
itri	780571
rxrx	1601830
bldp	1453015
frme	712534
qfin	1741530
ihs	1876183
nmrk	1690680
zip	1617553
fa	1210677
gme	1326380
utz	1739566
oi	812074
scl	94049
verx	1806837
hcm	1648257
iipr	1677576
orc	1518621
yy	1530238
iosp	1054905
ken	1611005
upst	1647639
etwo	1800347
nkla	1731289
rig	1451505
trox	1530804
pd	1568100
upwk	1627475
atrc	1323885
joe	745308
elf	1600033
sblk	1386716
laur	912766
dan	26780
prk	805676
payo	1845815
hth	1265131
ne	1458891
apam	1517302
form	1039399
frog	1800667
cmtg	1666291
ktb	1760965
banr	946673
udmy	1607939
urbn	912615
hl	719413
mgrc	752714
smtc	88941
sstk	1549346
itgr	1114483
acls	1113232
dnut	1857154
sdgr	1490978
utg	1263994
safe	1688852
nvee	1532961
lgih	1580670
ffbc	708955
unit	1620280
wafd	936528
epc	1096752
fcpt	1650132
cnne	1704720
nxe	1698535
spb	109177
ese	866706
xene	1582313
rlj	1511337
gpor	874499
lz	1286139
twst	1581280
hpp	1482512
verv	1840574
allo	1737287
kai	886346
trmk	36146
sg	1477815
dk	1694426
ag	1308648
lkfn	721994
sono	1314727
icfi	1362004
imcr	1671927
wmk	105418
gnw	1276520
cswi	1624794
shak	1620533
atsg	894081
thrm	903129
sjw	766829
rely	1782170
carg	1494259
teo	932470
ctre	1590717
ccu	888746
prct	1588978
pipr	1230245
wgo	107687
mtx	891014
boot	1610250
msge	1795250
dh	1861795
amps	1828723
mac	912242
sah	1043509
rlx	1828365
ety	1340736
lyel	1806952
erj	1355444
fbk	1649749
atge	730464
goos	1690511
roic	1407623
prgs	876167
mpln	1793229
arcb	894405
drh	1298946
cent	887733
arhs	1875444
rvnc	1479290
pl	1836833
psmt	1041803
mcy	64996
vtyx	1851194
pax	1825570
rcus	1724521
ftdr	1727263
cvco	278166
crct	1828962
skin	1818093
kmt	55242
omi	75252
htlf	920112
you	1856314
gdv	1260729
vctr	1570827
enr	1632790
npo	1164863
iova	1425205
fg	1934850
odp	800240
sbcf	730708
ctkb	1831915
gms	1600438
ptve	1527508
rnst	715072
xhr	1616000
supn	1356576
agio	1439222
blmn	1546417
gff	50725
nus	1021561
expi	1495932
cim	1409493
gogl	1029145
rqi	1157842
mlkn	66382
sitm	1451809
flng	1772253
xpel	1767258
bmez	1785971
evt	1253327
bbu	1654795
sybt	835324
aeo	919012
play	1525769
nuv	812801
ampl	1866692
frpt	1611647
bur	1714174
rvlv	1746618
nabl	1834488
cvac	1809122
nmih	1547903
pfs	1178970
ue	1611547
tds	1051512
ivt	1307748
irwd	1446847
sasr	824410
gtn	43196
efsc	1025835
nwbi	1471265
trmd	1655891
krys	1711279
ttgt	1293282
crs	17843
csgs	1005757
adx	2230
jack	807882
otly	1843586
talo	1724965
bros	1866581
tph	1561680
gpre	1309402
bbio	1743881
nzf	1137887
usac	1522727
task	1829864
algt	1362468
neog	711377
hain	910406
ftai	1590364
gsbd	1572694
hive	1720424
cake	887596
crto	1576427
mygn	899923
hope	1128361
cstm	1563411
nvro	1444380
step	1796022
apps	317788
bdj	1332283
extr	1078271
lrn	1157408
nac	1074952
frey	1844224
avdx	1858257
snex	913760
mwa	1350593
figs	1846576
slvm	1856485
nbtb	790359
mnso	1815846
pjt	1626115
insw	1679049
ntb	1653242
ctos	1709682
ltc	887905
cour	1651562
hlio	1024795
lnn	836157
xncr	1326732
tvtx	1438533
bke	885245
cnk	1385280
mrtn	799167
or	1627272
two	1465740
angi	1705110
res	742278
aat	1500217
sbgi	912752
mtrn	1104657
htgc	1280784
gab	794685
wrby	1504776
evri	1318568
bcat	1809541
tlry	1731348
stra	1013934
semr	1831840
b	9984
imkta	50493
gshd	1726978
xpro	1575828
mir	1809987
kar	1395942
loma	1711375
msex	66004
cyrx	1124524
irbt	1159167
arco	1508478
ari	1467760
sbh	1368458
bstz	1768666
bvn	1013131
ten	1024725
fcel	886128
ptn	911216
etv	1322436
hlmn	1822492
ai	1577526
praa	1185348
xper	1803696
skt	899715
prm	1880319
mux	314203
lob	1462120
gcmg	1819796
alg	897077
ttmi	1116942
btt	1528437
www	110471
rvmd	1628171
dea	1622194
modv	1220754
evtv	1563568
lmnd	1691421
lila	1712184
me	1804591
md	893949
lgnd	886163
pgre	1605607
egbn	1050441
oxm	75288
swtx	1773427
pty	1190935
ktos	1069258
myrg	700923
road	1718227
hmn	850141
pcvx	1649094
esta	1688757
mnro	876427
jbi	1839839
rvt	804116
ecpg	1084961
ihrt	1400891
kymr	1815442
pdm	1042776
mmi	1578732
osis	1039065
nwn	1733998
ccs	1576940
phr	1412408
pay	1841156
hcc	1691303
vbtx	1501570
wabc	311094
sats	1415404
dht	1331284
lxu	60714
wow	1701051
pacb	1299130
sfl	1289877
adus	1468328
tmdx	1756262
ng	1173420
schl	866729
alkt	1529274
cgc	1737927
forty	1045986
wbx	1866501
erii	1421517
hurn	1289848
th	1712189
pdi	1510599
eaf	931148
acva	1637873
fna	1531978
spce	1706946
gel	1022321
bhlb	1108134
mei	65270
cldx	744218
ty	99614
air	1750
vrts	883237
pam	1469395
med	910329
dawn	1845337
pmt	1464423
cprx	1369568
tcbk	356171
opk	944809
amph	1297184
krnt	1625791
prta	1559053
bdn	790816
idcc	1405495
vcyt	1384101
